Speech Segment,Axial code(s)
Like I really like things that are modular. I'm trying to think if we can come up with something that's related to hardware or something or software that's like modular and you can.,0
How can we?,0
"Computer vision. What are problems? Trying to think of problems. Did you find them? yeah, there's there I saw a desk with like, full of snacks. Maybe it's gone, I don't know.",0
"I have an idea, but it's dependent on how good the camera will be. You know color theory?",8
OK.,0
"And one application of that is, you know how this same left hand grey shirt looks different on different people with different skin tones. Like I was just thinking of computer vision applications and that's one way that we could do it. So like.",7
I don't know.,0
Like color,0
"Like a color counseling thing, where like these colors suit you!",0
"Oh, that's cool, actually. I like that, OK. That's cool. Yeah, because I remember there was this thing where it's like. It's like in Korea or something. And then like you go and then like you have like a thing and yeah, yeah, yeah, yeah.",7
That's exactly what I was envisioning.,0
"Yeah, yeah. OK. Actually, I like that. That's interesting color theory. So I feel like there's a certain, like there's a challenge to that too from the software side. But it's it would be interesting to try to replicate that sort of effect of like, you know, having that the the like the templates there and then like it you know projects onto your face somehow and then like creates that effect and see what you look like with that, you know, wearing that that item.",7
I know that that exists because I know they do that for nail polish. OK. Like it's AR and they they they map the.,7
"Yeah, they project it onto your fingers. Yeah, yeah.",0
So a similar project would be project onto your shirt. What would you look like with this color sweater? Would it clash with your skin tone? What about your undertones? All that fun stuff.,0
"Yeah. Yeah, I think that's very interesting. The CV [computer vision] part of that is interesting too, because like you have to understand, sort of physics to do that kind of reflection.",7
Is it? Is it or is that straightforward like applying color theory?,7
And what is it? If it was like?,0
I have no idea.,0
"It's just like what color suits you the best when you're wearing a shirt, for example, and then?",0
How do we know what is good?,0
"I don't think we determine it, but it's rather they get a choice of, say, seeing themselves in, you know. Whatever.",0
Oh yeah yeah,0
"It's based on color theory, but like the the the part that we're implementing would just be the AR.",0
"Yeah, honestly, we can't. We can even do that in like web and then do it as like a Chrome plugin if we can do it simple enough. Like I don't know about the AR part, that might be tough, but if we just work with like an image of yourself or something.",7
Ohh as in like put it on the screen instead of putting it on the world.,0
You just create a profile of yourself,0
"Yeah. And you could even do like side profiles or something and then that because we're only dealing then with like 3 images, it makes it a lot easier compared to like a whole trying to do like virtual reality AR problem, right?",0
OK.,0
That could be interesting.,0
How is that different from editing?,0
As I remember to turn this.,0
"OK, I got the hang of being a reality star.",0
"It's like the office, yeah.",0
"Yeah. The only thing we're missing is the camera angle, the camera, the camera shots.",0
So this the.,0
"We can borrow, but even if even if we can't, if even.",8
Ohh I have a camera.,0
If they don't give. Us ohh it better.,0
"I bought one just in case, just in case the hardware run out like WOW prepared.",0
"Oh wow. Damn. OK, so this. To reiterate again, this idea is getting people to try on different colors of clothes they want to get, and then see what's the best color fit for them? So like for an.",7
"OK, wait. To clarify, because there's the AR, or like mapping it onto the person idea that we have, and there's the answering what color suits you.",7
"OK, sure.",0
Like those are different levels.,0
"Yeah, I think they're. I mean, they're two. Yeah. Yeah, yeah, yeah. They're two different. They're kind of different, right? Yeah. Yeah.",0
"They're quite different, actually",0
"Well, one one thing is like, you have to project the clothes. And then the second part is what color looks good. So the two separate problems on its own, but the one requires the other.",0
"Yeah, both are not that easy though, yeah.",7
The second one needs the first. So are we good with just mapping it on to then?,6
"Yeah, I mean, how hard would that one be though?",0
"Like mapping it onto somebody? Yeah, I don’t know.",0
"Not mapping it onto somebody. Mapping it onto an image. We're not it, it’s not exactly AR so. Yeah, yeah, yeah.",0
That just mapping it onto an image like even side profile but you're able.,0
Okay do you guys know any tools to do that?,0
"I assume you have to use some sort of ML to learn what part of that image is clothes versus head or something, right?",0
"Yeah, exactly. You do need fair bit of like engineering understanding to build that product in the 1st place. I don't know if it's already built it seemed it, I feel like it.",0
It's probably there's probably things out.,0
"There. Yeah. So if we can find that then, great. Then the problem becomes understanding what color fits in the best. But OK, I have. OK, so technically I'm OK. I have like usability questions like how how are we like theoretically, how are we going to be able to like predict what they like when there's like in my mind, there's so many factors like mood, timing, event, something gonna happen in my life, etcetera? You know?",7
"I mean that part gets answered by the fact that it's color theory it's it's not like what what you like, it's what suits your skin tone like the the color theory of it is. Like so because. He he, he, he. Visualizes it. When I explain of like there are different clothes, different colored clothes on you and then they they like in this consultation, they they flip between this red or the the the darker red or the lighter red and like the the the the question of which suits you would be just adding a condition of is this are these clashing colors? Are there complementary colors? Are they like? Do you see this as its true color next to it? Or do you have the illusion of it that it's actually lighter or darker than it actually is? Like that parts color theory.",7
OK.,0
You gotta see a video because it kind of works.,0
"OK so. If it's color theory, then why do we, why do we care about what the user thinks?",7
"We're not asking what they think, we're showing them what they look like with what we're.",0
"Like it's, I mean you can look at that, but it's basically like.",0
"It's sort of subjective sometimes like you know some people just like certain colors, but. but it basically says OK like you look good in this color, but you don't look as good in the the other color.",0
"It's it. I I'm also seeing like it's an application of computer vision of like color that's the, yeah, it's just color.",0
"What would be interesting is like if we're able to sort of do like, get an image, but then sort of simulate like the lighting condition in from that image and then somehow have that color like change what the person looks like, like from like, reflections or whatever. Because like when I saw one of those videos like did the person's face look like brighter? They tried on different colors like when they tried flip the right color. So like I don't know what effect that is like.",0
"That's that's. That's what I mean by like it's it's just color theory. It's there's the reflection of it. Where, like it, it bounces back on to the face of the user. But at the lowest level, it's how do you have you seen those optical illusions where, like let's say, the black and white checkers and then they're 2 grays and you think they're different grays, but it's only because of the colors they're next to that they look different, but they're actually the exact same shade of gray?",7
"Yeah, yeah.",0
"OK. So to reclarify now... We use color theory. And computer vision to basically see. What the the persons colors are and use color theory in your mind? What's a good color fit for them? Is that. That's the idea. OK, I get that part.",7
"This is the illusion that I was trying to explain. A&B are the exact same gray, but because of the colors around them, it looks like they're different grays, but they're the exact same shade of gray. That's what the color theory is of like. Does this gray look good on you, or does this gray look good on you? Is what we're trying to tell the user.",7
OK.,0
Because their skin tone determines that.,0
"OK. OK, so like a practical application would be we take their profiles, we do some computation back to get like what colors best fit and then from then on they can use this tool to project the clothes of that colour on them when they're buying or whatever, is that it getting right, OK.",10
"Could be. I know one of the sponsors. What does Genesis do again? Another one of the sponsors. I think if if they're if they're commerce website we could we could tweak this to say like this, make them shop for this color e-commerce. If that's what they do, and I remember.",8
We can keep thinking of other stuff too.,3
"Yeah, yeah. I think I think my hunger is cutting in the brain.",9
I'm staying until.,0
It will be fun.,0
"3:30 AM though. It turns out because the person that I'm staying with is volunteering in this event and their shift is from 12:00 to 3:30. So because I missed before 12, I got to go after 3:30.",0
"Wait, like you're going to go to someones house, OK? But then do you live close then?",0
"She said 10 minutes, so it's closer than wherever the opening ceremony was.",0
"It's probably around there, I guess. Yeah, I think of other ideas I guess.",0
"Did you write the idea down? OK, I'm just gonna go down and ask and come back and be more refreshed.",9
Can you give me an example of the mechanics that you were talking about that you wanted?,0
Like mech in general?,0
What kind of projects can you make with that?,0
"I've done like I've built like little robots. I built 3D printers. Like it's all very. Yeah, like not hackathon type projects I guess.",8
"I'm trying to see if a use case could be a hackathon project. Even if the thing itself isn't. Another computer vision application that I tried before, but I never actually solved so it’s still up for the running, I wanted to make something that like measured something from an image. Like if I take a picture of a door, will it know how thick the door is or wide the door is? And I know that you need either multiple images or three cameras at the same time to be able to like see depth. So that would be.",7
Like so.,0
"Yeah, like technologically a challenge.",7
"I mean, how thick it is? Oh, you want to see?",0
"As in the width of, just measure something.",0
"That you just you want. You just want to measure something you need like an object of reference. At least. Like there's no other way to do it really. Yeah, because you need at least one known variable. Like if you know, perhaps even the distance to the door. You might be able to calculate the the width of it, or you have a like for example a coin.",0
I've seen the coining like put it next to the. Coin and then OK.,0
"Exactly. You know, you might have done that for nails or something because I know people do that for nails and then they take off.",0
"You know, I I made my nails match the [hackathon] website.",0
"I mean, I think worse come to worse, we can pursue one of the sponsors. Like sponsor, what do you call them? Challenges. So we can look through those and see if we, you know, see anything we want to do. Sure. Yeah. There's no lack of things to do so. Yeah, VM. Oh, that's pretty good. VM Rover with Raspberry Pi and LIDAR for each member if we win",8
You don't want any hardware kit?,0
That we call most innovative eye tracking application.,0
"Yeah, but they only have one eye, eye tracking glasses. That was a lot to read away, so I have no idea how they're doing.",8
That prize? Don't they have 5 of?,0
"Those OK, so those. Five are the only ones competing for that $1000 prize.",0
"Yeah, we didn't enter the lottery, right?",0
"No, we're automatically entered",0
ohh. Everyone's entered into.,0
"Yeah. And then it was that you get notified if you win and then within the hour, if you don't pick it up. They re lottery.",0
"That's crazy. I didn't know that. OK. So I guess gen, there's the genesis one, which I don't know.",0
"Oh yeah, what does Genesis do?",0
I don't know. Let's check what does Genesis do? Are there e-commerce? Omni channel customer experience and come OK.,0
I'll be right back.,0
Cohere. Onto the best of best use of code. Cohere isn't bad.,0
"Coherence is NLP and because it's an MLH prize, there won't be a lot of competition for it.",7
Salana Ethereums infinite garden.,0
What kind of use cases would we have for LLM's if that if we're going for a category?,5
"I mean, there's so much stuff in, like assistance. Like I saw this Y Combinator project startup. They do. They did. But some sort of AI helper thing that like help you build like electrical circuits. And so like, you know, if you wanted an electrical circuit that does a certain task, you write it in and you'd be like, oh, I wanted to light up five LEDs in sequence or something, and it will build you a circuit. So like a lot of stuff is being done using LLMs to do that because I think what they're able to do is like first, go to like a text format and then translate that and then they add a layer to that. There, that’s actually doing like producing something like for example going from a text of like. This is how you do it but then they go from that and then to an actual on circuit. So would there like I don't know what they're using, but if they're using some LLM that's already built, they might be prompting it with like specific things to generate the output that they want, and then parse that into some sort of final thing, right? So that's something we could do, I guess. Yeah, if dental ML?.",0
"I feel like, uh, LLMs have been explored a lot already, so a lot of these cases have already been fleshed out, yeah. I don't see a lot there.",7
"Because I think sometimes it's just like you might have a really good idea, but then it's like, does it actually work? I think that's hard to do.",7
"Bro, we don't even know what we're making work yet.",0
"Let me look at the hardware stuff. Do they have anything still? Because I think everybody. Just I think it opens now, right?",0
I thought it's been open it's 12:09. Are they behind schedule?,0
"But I think we start hacking at 12, right?",0
Yeah. Now we can make our repos officially and stuff.,0
"OK. Well, let's see what they have. Microcontrollers. Do we want to request some stuff or just get a bunch of servos to begin with? I mean, we might not even use them, but. Oh, I requested them.",8
Nice. Thank you.,0
"You're welcome, but I don’t butI think we need some like modules to go with that one.",0
You're just reserving the basic hardware stuff right?,0
Yeah. Just so we have some.,0
"In case we do make something, yeah. What are you getting?",0
"Some servos and then we have Raspberry pies. OK, let's go to Jetson. Because why not?",0
That is empowered.,0
There's no way you can you. There's a lottery for a drone.,0
Did you by any chance hear the object detection idea I had?,0
Which one is it?,0
A game to help kids clean their room. So scan once with the clean room looks like and then every time after that check if it matches that clean room.,0
OK.,0
"And then if we demo it, it could be as simple as I think one wow factor if we want to demo it could be are actually because you can dumb it down into we have an original image of what it's supposed to look like, and we're comparing what it actually already looks like right now to that original. So whatever is off if a thing is not in its container, something spilled, yeah.",7
"Like finding, almost like finding differences, right? Yeah.",7
"Yeah, exactly. And if we want to make it even more like usable, it would make sense for something like this to be on an Amazon Echo show. That's hardware",0
Okay,0
Cause like the echo would see the room and then display whether or not something is off. And it's it. It counts as a game counts as. Does it count as hardware? What did I say?,0
Think is that hard. Not hardware CV.,0
CV. Yeah. OK. So it's a game and it's CV.,0
"Yeah, cool. So if I can build on top of that. So for demoing, I guess we're just.",0
"Like for demoing, we could have. Let's say random stuff like a water bottle or lanyard in front of our laptop webcam, and then there's an order like water bottle, webcam, phone that is supposed to be the clean room. And then we jumble it up and show and demonstrate that, hey, it's recognizing that something's wrong, and then we rearrange it in front of the judges. Yeah. And then rescan it. It sees that they’re more or less the right order. Boom. Demonstration.",7
Yeah,0
I'm just looking at the hardware list to see with the stuff we have potentially what we can build.,0
"Yeah, for sure. So this one was a little promising. The last thing I said was it promising? The clean room thing.",7
"Sure. I think it's suitable, yeah.",7
OK. What other promising things? What other ones did we say were OK?,0
The color theory one maybe,0
"Anything else? OK, three or somewhere? There is my third marker.",0
"OK, we can just get a bunch of stuff from there, OK? OK, they have an accelerometer. Interesting.",0
"Very, very unrelated, but a mechanics. Or robotics, or whichever it's thing that I think I'd want to make a rigged beyblade. Cool. Like, just be able to control where the Beyblade spins and goes",5
"that'll be sick. I think what we can do is you have the thing kind of hollow, and then you have some sort of weight and you just like control where the weight is angling and you will also have some sort of sensor probably an accelerometer to detect whether or not your level. And then you can detect your angle of change and then by changing the way you can change that angle. And then go to where you want to go. Which is cool.",7
"See, you thought that all the all the way through.",9
"Yeah, I'm not an ideas guy, but I can materialize your ideas.",10
That's pretty solid.,0
"Yeah, we have a bunch of stuff I guess we can use, but I don't see anything that's like because I'm looking for something where we can connect like multiple servos together. And then that would make it easy to like that would allow us to control like multiple things at the same time. But it seems like they don't really give us anything like that, so we might be limited as to how many servos we can control and make it annoying, like we could probably do a lot, but then you have to wire each one up separately. It's kind of annoying.",0
By servos you mean like the Arduinos for the Raspberry pies and those motherboard things?,4
Yeah. Let me look at the Jetson Nano. How many? How many? Analog pins it has,0
"Maybe they have a couple. Ohh no input but but it would be cool. So going off of like one of the ideas with, like the trash segregated thing, like, we could do some sort of like very simple vision stuff and then just have like a little robot that picks things and then places them or something like you know a good project to like incorporate a little bit of both. But then I think the other side of that, it's just like.",6
Can you hear me?,0
"The picture part like what is the use of it because like people have done that, it's not a.",0
What's up?,0
"Hey, what did I miss?",9
"OK recap. The red determines which ideas kind of went further than the others. Not like their final but, we got a little more out of them. The object detection to check if the room is clean, that is both game and computer vision. The color theory which is like how do we explain this easily? Checking to see how that color shirt would look exactly on your skin tone. You know how like Shades look a little different depending on.",0
That's cool. I like that.,7
Cool the roommate assistant. And you're trying to be greater.,0
OK.,0
"If it was me, like if I were to try and short list I I kind of like the the shirt idea, the room roommate assistant. Like, I feel like I I would like those too, yeah. The color your shirt was kind. Cool. Yeah, you could also do something like also like depending on like the weather or something, what would be the best outfit? Maybe like a I don't know hoodie or shirt or something like that.",7
"That makes sense. That would add to the functionality. I think it would be a different direction but it would still be the same project, it would just be like OK, we're splitting it up amongst ourselves. We can all do different things.",2
"But the thing is also like if, like obviously every like the one person will have like for me like I have the skin tone. Is it gonna recommend the same thing for me over and over again or is it gonna like?",0
"Ohh, it would recommend which different colors like fit you the other stuff like hoodies or something are dependent on body type and stuff so like that that part would add more factors.",0
OK.,0
That's true. Where did Speaker 2 go? Also a workshop or something?,9
Where did he go?,0
He said he wanted to be recharged when. he got back.,9
"What does that mean? OK, cool. He's charging. This has a power plug on his back and just.",9
"Like he's just a man. He's the robot. OK, that's. OK, these are some nice ideas at least.",7
"Yeah, I'm requesting some hardware, so I'm just looking at things that's there like we definitely can build some, like, very simple robot thingy.",0
"I think that's cool with me. Yeah, I'm down to do that. What do what do you know how like, what do you know how to what to use?",3
"Like how to use? I mean I've got some servos so they're very basic, but we're able to do some like movement thingy would be fun or challenging. Now that I think about we could do like an arm tracking thing, but then we have the like.",7
"Sure, sure.",0
"Almost that thing control robot with camera gestures we just we can do that one if you want and then we have an arm, for example, and then let's like ee might be able to do some sort of like the look at the arm and then grab the object and then pick it up or something.",0
This this would most likely be difficult.,7
"It's very hard. This would be difficult, yeah.",0
But that's why we have four people and I think we could.,0
Because the degrees of motion would be a lot,0
"It would be I think I'm limiting it to like 3 or two. And then yeah, 3 isn't bad, but more than three is becomes difficult.",0
"OK, so you have you, you you have server motors or your booking server model.",0
I'm look like requesting them.,0
"OK, we'll need some power for that. So yeah. Arduino",0
Main part.,0
"Yeah, I got a Jetson like I requested Jetson Nano, but I don't know if it will be like enough ohh. It has power supply. It ohh has the power supply which is good. OK. Yeah. I mean, I ordered a bunch like we don't necessarily have to do one thing so yeah, but that's an idea. So why are they giving us BLDC motors but no controller? That's so weird. They gave us. Interesting. Yeah, none of my stuff has been approved. I might have to go there. Or something. I don't know how it works. Like if we have stuff. Yeah, as long as we have some stuff that's.",0
Speaker 2 is back,9
Oh nice,0
"All right. What's this? Recharged. Oh, he got some food. Oh you.",0
Got it.,0
You guys made progress?,0
"Let me update you on our board. You last left when we were discussing the color theory project, I added the explanation for the object detection to check if the room is clean, which is like both a game and computer vision. And then 1234 are the relative short list, but they all have like they all have like hiccups. But it's it's so far like the four. Those are the ones we've gone far the furthest in terms of brainstorming.",0
"OK, OK.",0
What about? I just thought of it. And then I left my mind.,0
Do you think that you guys are and we all are too tired to function?,9
"Too tired like function. Yeah, no feedback.",0
Yeah,0
I am,0
"It feels more unproductive than anything, even though we're like staying up for this?",0
What do we do instead?,5
Good question. I think we just take an idea and roll with it,5
"Like, yeah, OK, the colors, the thing was kind of cool. I think I like that. What do you guys think? Also the.",1
Answer and now.,0
"We just have to detect a person and their skin tone. Based on some data, I guess it would recommend some things to wear, colors to wear.",0
"And then based on that skin tone, it would have some data based on like what would would be suitable for it, so.",0
You could also have multiple layers like what clothing would also suit that.,0
But it's color theory like the computer vision implementation is color theory. So you remember,0
OK.,0
"what I said earlier, if you want to add what kind of? We'd have to also another body type.",0
"Yeah, body type.",0
"So in detect person, we can. Just add that as another thing to the. But we'd have to either find the library orjenkingly make that up. So it could be the two. So like once we know how to make which colors you can add what.",0
"I've heard this is the. Baseline and like. You don't want and you know what I mean. And then if you wish to. Refine it. Yeah. Yeah, yeah. No, not question of. How do we detect the person and how do we determine this color and how? Do we? Assign it. You know what I mean?",0
First question I want to ask. Is does VM do it? Like does it do it for us already?,8
Good point,0
You mentioned like.,0
I don't determine it can detect.,0
"We can use this for the detection, but determining the skin color we can like it detects you right? What data does it extract from us? Do you know (to Speaker 2)?",4
Not sure.,0
"Sponsors are here until one, so if. If we collect all of our questions, they might be downstairs at their booth",8
"But I thought. If we use this, it would probably be like a web-based app. I don't see how VM would fit in. They have physical, physical robotics.",0
"Wait, what does VM do?",0
VM is physical robotics,0
"Ah, So what other library open TV? Something like that. Something a little more out-of-the-box that does people instead of just like, does algorithms? OK so. To do: find libraries. What else?",5
Where's my laptop? Let me just google this,0
"Because I think everyone should also just make an account, not miss an account. But that post like sign up for the hackathon and then get added and then we can make a GitHub repo and then. Yeah, add everyone and then figure out how we want to merge code and stuff and then go from there, yes. And then divide and conquer. What task do you want to do?",5
I'll make a repo. We want to call it. Right. What? What names do you want? What name do you want to call this? With this project,7
I haven't thought about it,0
[Project name]?,0
Yeah sure,0
[Project name] pretty cool.,0
I'm just going to put that as a repo name for now.,0
I kind of like [project name],0
"I will write it the american way, without the U -- color",0
And then I'll send this in our slack channel.,0
"But if you guys want to send your emails and I'll add, yeah.",0
On the slack?,0
Where do you want? Our emails.,0
On slack. And then I think so you're both post e-mail and you could have. E-mail they're different.,0
Like I just want like I want to add both.,0
We're all little bit dead though. I'm tired.,10
"Yeah, Me too. Me too",0
Late night is not good.,0
"Yeah, OK, cool.",0
"Wait Speaker 3, Is your is that for both? The post and.",0
Yeah,0
I will send you invites with that post,0
Set collaborators. So everyone. Wait Speaker 2 do you have your e-mail?,0
"Oh yeah, sorry.",0
"Yeah, if you can send that. I added everyone to GitHub I think.",0
This might be a difficult project because skin tone is like people write papers on this shit.,7
"I mean, we could just do like a scale or something like.",6
"True, like a proof of concept",0
"Yeah, like, it doesn't have to be like, you know, it doesn't have to be research level detail.",0
Okay,0
Okay cool,0
I think I'm going to find where did you guys find the sleep place right?,0
"So building E6. 3rd floor and then you take the bridge to E6. And there's also a a space on the 6th floor, but I think the building is better because they have at least they told us mattresses are there. And everything. So yeah, yeah. Let's get the.",0
Call it quits after we get to the divide and conquer part because I'm yawning so hard I am crying,10
"No, fair enough.",0
Right.,0
"Actually guys, can I ask how serious we are about trying to compete versus trying to build something fun?",2
"I'm purely building something for fun. OK, I'll be honest. This is my first hackathon I have no intention of winning and just exploring things right now, OK.",1
Cool. Yeah. What about you guys?,0
"Yeah, none of the prizes are enough for me to lose sleep over.",8
"Oh, I thought",0
"Yeah, Speaker 4. Yeah. Trying to like, compete or just for fun.",0
"Oh yeah, I think both answers are OK, I just want to know.",0
"This one I'm down for whatever. Like if you guys are all competing, I'm competing, you know, I'm going with the flow.",3
Going with the flow. Do you want to compete?,0
"Yeah, I kind of want to compete, I think. Right. But I don't want to force anybody. So I'm kind of like debating in my mind like what should I do right? Now, OK, yeah.",1
Do you have a win ratio yet? Do you have a win ratio yet?,8
"No, I'm trying to rack.",0
"Okay, so that's why you wanna win",0
"To win, yeah, also.",0
It's either that you're trying to protect your ratio or you want to start your ratio.,0
"Yeah, yeah. I don't want to, like, tell you guys later that ""I oh shit guys, I wish we should compete. And I just fucked up."" So yeah.",3
I need,0
That's that's fair.,0
Yeah. So.,0
Thank you.,0
OK.,0
"I'll I'll probably try and think of ideas because I might stay up, so in case.",0
"Now I think I think the idea is cool, it's just that it's very like good for learning, and not for the prize category. Yeah, which is fine. Like, it's totally fine. I'm thinking about it for myself now.",3
Hmm,0
"Yeah man, this is difficult",0
"How was your workshop by the way, did you learn? Was your machine learning?",0
"Honestly, no",0
Why not?,0
"Yeah, well, this is what, like it was, most of the stuff that I kind of knew like they just talked about data and why it's important and how you can get data. But just like. But I was really expecting sort of like practical stuff like, I don't know, maybe.",0
Less basic.,0
"Something we would do something so. It's OK though. I still went to check it out, which is nice.",0
"Did you get because you know you get stickers? When you every time you go to a workshop, you can win a sticker like you know those.",0
"Oh, the scavenger hunt thing. Completely forgot about that until now. It's cool. I'll go to another workshop.",0
"Well, I got a couple of servos. OK. And the arduino. If we wanted to do something hardware, wait, let me see. How many do I get? I got. 1-2. OK, three servos, which is what we needed. And then our.",0
"Oh, here's an idea. We can make an instrument using Arduino.",6
Right. What kind of instrument?,7
"Any instrument somehow I remember like  one of my friends we actually had this idea but we never did it. You can make like sounds based on like a a distance meter. So like that was one idea or like a flex sensor. So the more you flex it just increases the pitch, kind of like a theramin sort of but like just using sensors a bit. And it was produce sounds or something at least you produce music that way.",7
"That's, I guess the more fun bit though, so.",0
"That sounds pretty cool, yeah.",7
What are we stuck on right now?,5
"The thing is, I would love to do this, but I have no idea how we would go about it. Like I I I'm I have zero clue where to even start it's. It's pretty cool. But I don't know what where to start.",10
This is where we can start. And look up detecting skin tone on computer vision and we can either use this entire scale or part of this scale.,0
OK.,0
"And then like maybe like 1, 2, 3, 4, and call it a day. And then which colors match this? Which colors match this? Which colors? Which color?",0
OK.,0
"Yeah, you could just do an RGB value and calculate the difference between the patch of skin on someone's face and then calculate. Like how, how you know how far away is it? Like which one in which range would it be the closest to that's? OK. That's. Yeah, that's right, yeah.",0
"So so OK, that's one. Right. We have one aspect of it which is…",0
"Like the skin tone, like like the color so.",0
Skin tones. Skin tone scale. We have the we have to detect the person in order to know that that's a skin tone patch that we can patch.,0
"So the only concern I have is when detecting the person, I want to know like whether the camera or whatever it is that we're detecting, how is it able to like get that data? Like how are we going to get data from that camera when it sees something? yeah.",7
"Most likely using a library or else we'd have to do it from scratch,",7
That's what I'm saying. That's exactly right. Yeah. OK.,0
"which is library,",0
so that's part of the to do’s. We just pick which library does that the easiest.,0
"And then which colors would probably have to look online somewhere? Like which ones probably have to do research on. Yes. Right. Like which which colors would match with that and we could create like a data set framework which gets that information from yes. That's quite literally it, right, like you would recommend.",0
He said data set. Will we need something like a database?,4
For detecting a person?,0
Any of it.,0
I don't think we do.,0
"If it's like, how would, how would you know what which colors? Based on the skin tone. Like where is it gonna get that information from?",0
That that's that data is so tiny it doesn't even need to be in a database,0
"That's what I mean. So like, OK, fine. Then it could just be quite literally an array or something, yeah.",0
"No, it would just be a folder of images or something. You just load it as bytes.",0
"Folder. Yeah. OK, so this.",0
The reason why I asked is because would be the app list is a category.,0
That could have been talking that.,0
"Oh oh yeah. The amount of data we're going to be working with is so small. To the point where, like unless we’re doing something where, like perhaps we're like talking to the cloud and like storing the users data or something. I don't see why we would need to use it and mongoDB's focus is like low latency and like no SQL, so it's like.",0
Mongo will do.,0
"This focus is like low latency and like no no SQL, so it's like.",0
Doesn't make much sense,0
"Yeah. Like, maybe from a game development point, they actually have a lot of game development stuff.",0
"That's basically this, but, so once we finish that like, that's the baseline then we can work on. Right.",0
This one we forgot.,0
"Oh, web interface.",0
"Yeah, sure. OK.",0
I wanna call dibs,5
"OK, OK.",0
"Yeah, we can divide and conquer that I think. Whatever you guys, whoever wants to do that.",5
It it evenly splits into four.,0
"I think do the research, but I guess.",5
"OK, you can pick I'm I'm OK with anything so.",0
"yeah, same. I don't know, random.",0
Random? Eenie meenie minie mo?,0
What's his name? Cool. All right.,0
"Oh, she already did it? Cool.",5
"Alright, am I getting your initials right?",0
"I think so. No, we're both there you go.. Alright I am going to start coding right now",0
Time to take a nap,10
I'm going to take a picture of this.,0
You got a picture right there. From there you say the researchers are doing are scanning the whiteboard.,0
"Honestly, like I think this is a cool baseline, but I would love to include like like version two. I feel like it be really cool like this could be like a lke a like a closet for the decider? Yeah. Like we could add layers to it after we did the baseline. Like maybe like I said, like based on the temperature. What should I wear or like based on I don't know body type, what what should I wear? Like what cloth item should I wear? Like a hoodie or shirt or maybe some? Trousers or like all like?",7
I think that.,0
"All like combinations. You know what I mean? That would be. That would be really cool. The color is one thing, but then actually, knowing what you would wear is another thing.",0
"So we should have a database of clothes, I guess, like different outfits or something.",0
"Yeah, I can do research on that too.",0
"I did. I have a database. Yeah. That I. Yeah, that I used for a project that I was doing for a professor and then, but I'm not sure if I can find it. I might be able to. And it. But it has, like thousands of codes in there, thousands of different.",0
That's cool.,0
Yeah. Yeah. Let me try to find it.,0
I put your weather as V3.,0
I think this would be cool. I like the idea a lot.,7
"Yeah. Yeah, so.",0
What do you guys think?,9
"Yeah, that's good.",7
Yeah. Doable. Very doable.,7
"I mean, it's doable and it's pretty nice. It's like.",0
"And and following our categories. If we demonstrate using ourselves, we got the wow factor done because of the skin tone because of our our two Vs, we got the technical solid with the originality.",8
There you go.,0
Pretty solid. I think it's pretty original.,0
I think it's pretty cool I don't think a lot of people do it like on fashion. You know what I mean? So I think.,0
"Design. I got that down Pat. OK, we have a solid shot.",2
Uhm,10
"Depending on the pitch, we have a shot.",8
Yeah,10
What don't you like about it?,4
The technical bit or?,0
"No, just uhm, we are aiming for like the biggest category, which is like general overall prize? Yeah, that's that's where I'm like, apprehensive. Yeah, that's the hardest to win. Hence the fear. Uhhhhh",10
There are 12 finalist teams.,0
"Yeah, like 1000 hackers",0
Which would be 100 teams.,0
"We could still do that the control robot with camera gestures. I have the servos, which is the one, we could do that one.",3
"That's no, I don't want",0
"Nah I don't want to disrupt you, I mean, you guys clearly have got your flow, you know what I mean",10
The flow ,0
If we can have something like a use case for this.,6
"Yeah, I think that's missing a use case, yeah.",0
"Like well over the use case for that be control robot, so it would just move like up and down. But we're talking.",7
Like 3 axis movements so.,0
"OK. But then like it, it mimics your hand, right? Or someones arm?",0
"The end effector? I don't know. It could just be a stick. Like it. Yeah, but it has three joints, so. But the goal is to mimic the, the arm, but then if?",0
"Yeah, OK.",0
You say that that's the only thing I'm concerned about because.,0
"If the arm is fluid, or if the arm is much more, there's more degrees of freedom in the arm.",0
"Like, that's what I mean. Like it's going to detect all like 6 degrees, right? Or is just going to take 3?",0
"Like, how would it do that? So I'm just going to be like",0
"There is a thing called open pose or something and it's able to detect like angles between each joint, yeah. And then so it should be able to do like angle between these and then this and then another.",7
"And then calculate. The end effector, yeah. OK.",0
"And then so like, I mean on the low level side, you would run a inverse kinematics. Inverse. Yeah. Yeah, or",0
Or you could quite literally just.,0
It would have been should be lower.,0
"Yeah, yeah, yeah. You wouldn't even need. You could just calculate the end effector itself like you want to need to. Yeah. Very simple or yeah.",0
It's very simple….in a way,0
"I mean the arm detection part, right? But then that's the thing. Like we have no spaces. But we use this up for that. It would be cool because I don't think anybody else has built like that, yeah. I don't think.",7
Is it feasible within a hackathon?,7
I think if we find a way to mount the servos very well.,0
Oh am I muted?,0
Why do you guys mute it so much?,0
"I don't know. I didn't touch it. I. Might have been an accident, but. Yeah, if we can mount the servers well enough it'll work. It's cool. It's a cool demo.",0
"For sure. Wait, no, I feel pretty bad. I feel like I'm blocking you. Guys from that idea.",10
